instant,date,season,yr,mnth,hr,holiday,weekday,workingday,weather,weather_desc,temp,rain_1h,snow_1h,clouds_all,traffic_volume
21291,2018-02-17,1,3,2,20,0,6,0,Clear,sky is clear,-2.79,0.0,0.0,1,2947
21292,2018-02-17,1,3,2,21,0,6,0,Clear,sky is clear,-3.79,0.0,0.0,5,3089
21293,2018-02-17,1,3,2,22,0,6,0,Clear,sky is clear,-5.07,0.0,0.0,1,2945
21294,2018-02-17,1,3,2,23,0,6,0,Clear,sky is clear,-7.21,0.0,0.0,1,1858
21295,2018-02-18,1,3,2,0,0,0,0,Clear,sky is clear,-8.4,0.0,0.0,1,1169
21296,2018-02-18,1,3,2,1,0,0,0,Clear,sky is clear,-9.46,0.0,0.0,1,733
21297,2018-02-18,1,3,2,2,0,0,0,Clouds,few clouds,-10.0,0.0,0.0,20,593
21298,2018-02-18,1,3,2,3,0,0,0,Clear,sky is clear,-9.54,0.0,0.0,1,302
21299,2018-02-18,1,3,2,4,0,0,0,Clouds,overcast clouds,-8.74,0.0,0.0,90,284
21300,2018-02-18,1,3,2,5,0,0,0,Clouds,overcast clouds,-7.34,0.0,0.0,90,444
21301,2018-02-18,1,3,2,6,0,0,0,Clear,sky is clear,-6.43,0.0,0.0,1,742
21302,2018-02-18,1,3,2,7,0,0,0,Clouds,overcast clouds,-5.72,0.0,0.0,90,1210
21303,2018-02-18,1,3,2,8,0,0,0,Clouds,overcast clouds,-5.4,0.0,0.0,90,1889
21304,2018-02-18,1,3,2,9,0,0,0,Clouds,overcast clouds,-4.47,0.0,0.0,90,2567
21305,2018-02-18,1,3,2,10,0,0,0,Haze,haze,-3.22,0.0,0.0,90,3505
21306,2018-02-18,1,3,2,11,0,0,0,Clouds,overcast clouds,-1.27,0.0,0.0,90,3826
21307,2018-02-18,1,3,2,12,0,0,0,Clouds,overcast clouds,0.79,0.0,0.0,90,4279
21308,2018-02-18,1,3,2,13,0,0,0,Clouds,broken clouds,2.99,0.0,0.0,75,4388
21309,2018-02-18,1,3,2,14,0,0,0,Clouds,overcast clouds,4.26,0.0,0.0,90,4263
21310,2018-02-18,1,3,2,15,0,0,0,Clear,sky is clear,5.14,0.0,0.0,1,4343
21311,2018-02-18,1,3,2,16,0,0,0,Clouds,overcast clouds,5.4,0.0,0.0,90,4424
21312,2018-02-18,1,3,2,17,0,0,0,Clouds,overcast clouds,5.4,0.0,0.0,90,4136
21313,2018-02-18,1,3,2,18,0,0,0,Clear,sky is clear,4.67,0.0,0.0,1,3587
21314,2018-02-18,1,3,2,19,0,0,0,Clouds,broken clouds,3.46,0.0,0.0,75,3038
21315,2018-02-18,1,3,2,20,0,0,0,Clear,sky is clear,2.58,0.0,0.0,1,2522
21316,2018-02-18,1,3,2,21,0,0,0,Clouds,broken clouds,1.2,0.0,0.0,75,2044
21317,2018-02-18,1,3,2,22,0,0,0,Clear,sky is clear,-0.19,0.0,0.0,1,1637
21318,2018-02-18,1,3,2,23,0,0,0,Clear,sky is clear,-1.42,0.0,0.0,1,1152
21319,2018-02-19,1,3,2,0,1,1,0,Clouds,few clouds,-2.42,0.0,0.0,20,623
21320,2018-02-19,1,3,2,1,1,1,0,Snow,light snow,-3.14,0.0,0.0,1,360
21321,2018-02-19,1,3,2,2,1,1,0,Clouds,broken clouds,-3.16,0.0,0.0,75,281
21322,2018-02-19,1,3,2,3,1,1,0,Snow,light snow,-3.87,0.0,0.0,90,340
21323,2018-02-19,1,3,2,4,1,1,0,Snow,light snow,-4.2,0.0,0.0,90,781
21324,2018-02-19,1,3,2,5,1,1,0,Snow,light snow,-4.87,0.0,0.0,90,2432
21325,2018-02-19,1,3,2,6,1,1,0,Snow,light snow,-5.47,0.0,0.0,90,4228
21326,2018-02-19,1,3,2,7,1,1,0,Snow,light snow,-6.13,0.0,0.0,90,4740
21327,2018-02-19,1,3,2,8,1,1,0,Clouds,overcast clouds,-6.71,0.0,0.0,90,3905
21328,2018-02-19,1,3,2,9,1,1,0,Mist,mist,-6.73,0.0,0.0,90,3344
21329,2018-02-19,1,3,2,10,1,1,0,Mist,mist,-6.46,0.0,0.0,90,3226
21330,2018-02-19,1,3,2,11,1,1,0,Snow,light snow,-6.2,0.0,0.0,90,3239
21331,2018-02-19,1,3,2,12,1,1,0,Snow,light snow,-6.0,0.0,0.0,90,3484
21332,2018-02-19,1,3,2,13,1,1,0,Snow,light snow,-5.8,0.0,0.0,90,3450
21333,2018-02-19,1,3,2,14,1,1,0,Snow,light snow,-5.72,0.0,0.0,90,3490
21334,2018-02-19,1,3,2,15,1,1,0,Mist,mist,-5.7,0.0,0.0,75,3426
21335,2018-02-19,1,3,2,16,1,1,0,Snow,light snow,-5.5,0.0,0.0,90,3682
21336,2018-02-19,1,3,2,17,1,1,0,Mist,mist,-5.87,0.0,0.0,90,3585
21337,2018-02-19,1,3,2,18,1,1,0,Mist,mist,-6.07,0.0,0.0,90,2659
21338,2018-02-19,1,3,2,19,1,1,0,Mist,mist,-6.43,0.0,0.0,90,2087
21339,2018-02-19,1,3,2,20,1,1,0,Mist,mist,-6.57,0.0,0.0,90,1821
21340,2018-02-19,1,3,2,21,1,1,0,Mist,mist,-6.86,0.0,0.0,90,1593
21341,2018-02-19,1,3,2,22,1,1,0,Mist,mist,-6.93,0.0,0.0,90,1354
21342,2018-02-19,1,3,2,23,1,1,0,Mist,mist,-6.87,0.0,0.0,90,817
21343,2018-02-20,1,3,2,0,0,2,1,Snow,light snow,-6.72,0.0,0.0,90,434
21344,2018-02-20,1,3,2,1,0,2,1,Clouds,overcast clouds,-6.79,0.0,0.0,90,269
21345,2018-02-20,1,3,2,2,0,2,1,Clouds,overcast clouds,-6.79,0.0,0.0,90,234
21346,2018-02-20,1,3,2,3,0,2,1,Mist,mist,-6.67,0.0,0.0,90,342
21347,2018-02-20,1,3,2,4,0,2,1,Mist,mist,-6.53,0.0,0.0,90,825
21348,2018-02-20,1,3,2,5,0,2,1,Mist,mist,-6.65,0.0,0.0,90,2690
21349,2018-02-20,1,3,2,6,0,2,1,Mist,mist,-6.62,0.0,0.0,90,4705
21350,2018-02-20,1,3,2,7,0,2,1,Mist,mist,-6.86,0.0,0.0,90,4844
21351,2018-02-20,1,3,2,8,0,2,1,Mist,mist,-7.0,0.0,0.0,90,4738
21352,2018-02-20,1,3,2,9,0,2,1,Mist,mist,-7.34,0.0,0.0,90,4707
21353,2018-02-20,1,3,2,10,0,2,1,Snow,light snow,-7.66,0.0,0.0,90,4062
21354,2018-02-20,1,3,2,11,0,2,1,Snow,light snow,-7.4,0.0,0.0,90,4058
21355,2018-02-20,1,3,2,12,0,2,1,Snow,light snow,-7.2,0.0,0.0,90,4407
21356,2018-02-20,1,3,2,13,0,2,1,Snow,light snow,-7.36,0.0,0.0,90,4439
21357,2018-02-20,1,3,2,14,0,2,1,Snow,light snow,-6.8,0.0,0.0,90,4786
21358,2018-02-20,1,3,2,15,0,2,1,Clouds,overcast clouds,-6.8,0.0,0.0,90,5620
21359,2018-02-20,1,3,2,16,0,2,1,Clouds,broken clouds,-6.72,0.0,0.0,75,6471
21360,2018-02-20,1,3,2,17,0,2,1,Snow,light snow,-7.14,0.0,0.0,40,5888
21361,2018-02-20,1,3,2,18,0,2,1,Snow,light snow,-7.19,0.0,0.0,40,4226
21362,2018-02-20,1,3,2,19,0,2,1,Clouds,scattered clouds,-9.39,0.0,0.0,40,3012
21363,2018-02-20,1,3,2,20,0,2,1,Clouds,scattered clouds,-10.54,0.0,0.0,40,2601
21364,2018-02-20,1,3,2,21,0,2,1,Clear,sky is clear,-11.07,0.0,0.0,5,2591
21365,2018-02-20,1,3,2,22,0,2,1,Clouds,scattered clouds,-12.27,0.0,0.0,40,1592
21366,2018-02-20,1,3,2,23,0,2,1,Clear,sky is clear,-12.6,0.0,0.0,1,965
21367,2018-02-21,1,3,2,0,0,3,1,Clear,sky is clear,-13.0,0.0,0.0,1,516
21368,2018-02-21,1,3,2,1,0,3,1,Clouds,few clouds,-14.13,0.0,0.0,20,359
21369,2018-02-21,1,3,2,2,0,3,1,Clear,sky is clear,-14.73,0.0,0.0,1,237
21370,2018-02-21,1,3,2,3,0,3,1,Clear,sky is clear,-15.4,0.0,0.0,1,354
21371,2018-02-21,1,3,2,4,0,3,1,Clear,sky is clear,-16.07,0.0,0.0,1,886
21372,2018-02-21,1,3,2,5,0,3,1,Clear,sky is clear,-16.6,0.0,0.0,1,2858
21373,2018-02-21,1,3,2,6,0,3,1,Clear,sky is clear,-16.87,0.0,0.0,1,5569
21374,2018-02-21,1,3,2,7,0,3,1,Clear,sky is clear,-17.43,0.0,0.0,5,6045
21375,2018-02-21,1,3,2,8,0,3,1,Clear,sky is clear,-17.6,0.0,0.0,5,5638
21376,2018-02-21,1,3,2,9,0,3,1,Clear,sky is clear,-16.29,0.0,0.0,1,5062
21377,2018-02-21,1,3,2,10,0,3,1,Clear,sky is clear,-14.36,0.0,0.0,1,4553
21378,2018-02-21,1,3,2,11,0,3,1,Clear,sky is clear,-12.0,0.0,0.0,1,4837
21379,2018-02-21,1,3,2,12,0,3,1,Clear,sky is clear,-9.72,0.0,0.0,1,5091
21380,2018-02-21,1,3,2,13,0,3,1,Clouds,scattered clouds,-8.5,0.0,0.0,40,4632
21381,2018-02-21,1,3,2,14,0,3,1,Clear,sky is clear,-8.0,0.0,0.0,1,5130
21382,2018-02-21,1,3,2,15,0,3,1,Clouds,scattered clouds,-7.2,0.0,0.0,40,5364
21383,2018-02-21,1,3,2,16,0,3,1,Clouds,scattered clouds,-7.14,0.0,0.0,40,6795
21384,2018-02-21,1,3,2,17,0,3,1,Clear,sky is clear,-7.07,0.0,0.0,1,6282
21385,2018-02-21,1,3,2,18,0,3,1,Clear,sky is clear,-7.33,0.0,0.0,1,4583
21386,2018-02-21,1,3,2,19,0,3,1,Clouds,scattered clouds,-9.73,0.0,0.0,40,3356
21387,2018-02-21,1,3,2,20,0,3,1,Clouds,scattered clouds,-11.07,0.0,0.0,40,2959
21388,2018-02-21,1,3,2,21,0,3,1,Clear,sky is clear,-11.6,0.0,0.0,1,2471
21389,2018-02-21,1,3,2,22,0,3,1,Clear,sky is clear,-13.21,0.0,0.0,1,1749
21390,2018-02-21,1,3,2,23,0,3,1,Clear,sky is clear,-13.38,0.0,0.0,1,1029
21391,2018-02-22,1,3,2,0,0,4,1,Clear,sky is clear,-14.34,0.0,0.0,1,528
21392,2018-02-22,1,3,2,1,0,4,1,Clear,sky is clear,-15.33,0.0,0.0,1,338
21393,2018-02-22,1,3,2,2,0,4,1,Clear,sky is clear,-16.0,0.0,0.0,1,245
21394,2018-02-22,1,3,2,3,0,4,1,Clear,sky is clear,-16.93,0.0,0.0,1,339
21395,2018-02-22,1,3,2,4,0,4,1,Clear,sky is clear,-16.93,0.0,0.0,1,853
21396,2018-02-22,1,3,2,5,0,4,1,Clear,sky is clear,-16.94,0.0,0.0,1,2854
21397,2018-02-22,1,3,2,6,0,4,1,Clear,sky is clear,-15.87,0.0,0.0,1,5466
21398,2018-02-22,1,3,2,7,0,4,1,Clear,sky is clear,-14.07,0.0,0.0,1,6559
21399,2018-02-22,1,3,2,8,0,4,1,Clouds,broken clouds,-12.93,0.0,0.0,75,5837
21400,2018-02-22,1,3,2,9,0,4,1,Clouds,broken clouds,-11.22,0.0,0.0,75,5428
21401,2018-02-22,1,3,2,10,0,4,1,Clouds,overcast clouds,-8.51,0.0,0.0,90,4827
21402,2018-02-22,1,3,2,11,0,4,1,Clouds,overcast clouds,-6.29,0.0,0.0,90,5108
21403,2018-02-22,1,3,2,12,0,4,1,Clouds,overcast clouds,-5.34,0.0,0.0,90,4980
21404,2018-02-22,1,3,2,13,0,4,1,Clouds,overcast clouds,-4.2,0.0,0.0,90,5174
21405,2018-02-22,1,3,2,14,0,4,1,Clouds,overcast clouds,-2.93,0.0,0.0,90,5353
21406,2018-02-22,1,3,2,15,0,4,1,Clouds,overcast clouds,-2.0,0.0,0.0,90,6263
21407,2018-02-22,1,3,2,16,0,4,1,Clouds,overcast clouds,-1.8,0.0,0.0,90,6902
21408,2018-02-22,1,3,2,17,0,4,1,Snow,light snow,-1.66,0.0,0.0,90,5900
21409,2018-02-22,1,3,2,18,0,4,1,Snow,light snow,-1.82,0.0,0.0,90,4514
21410,2018-02-22,1,3,2,19,0,4,1,Snow,light snow,-2.23,0.0,0.0,90,3048
21411,2018-02-22,1,3,2,20,0,4,1,Snow,snow,-3.13,0.0,0.0,90,2736
21412,2018-02-22,1,3,2,21,0,4,1,Snow,snow,-3.29,0.0,0.0,90,2247
21413,2018-02-22,1,3,2,22,0,4,1,Snow,light snow,-3.29,0.0,0.0,90,1905
21414,2018-02-22,1,3,2,23,0,4,1,Snow,heavy snow,-3.13,0.0,0.0,90,1372
21415,2018-02-23,1,3,2,0,0,5,1,Snow,heavy snow,-3.29,0.0,0.0,90,632
21416,2018-02-23,1,3,2,1,0,5,1,Snow,heavy snow,-3.36,0.0,0.0,90,390
21417,2018-02-23,1,3,2,2,0,5,1,Snow,snow,-3.36,0.0,0.0,90,309
21418,2018-02-23,1,3,2,3,0,5,1,Snow,snow,-3.36,0.0,0.0,90,368
21419,2018-02-23,1,3,2,4,0,5,1,Mist,mist,-3.07,0.0,0.0,90,830
21420,2018-02-23,1,3,2,5,0,5,1,Mist,mist,-3.14,0.0,0.0,90,2451
21421,2018-02-23,1,3,2,6,0,5,1,Mist,mist,-2.93,0.0,0.0,90,4627
21422,2018-02-23,1,3,2,7,0,5,1,Mist,mist,-2.93,0.0,0.0,90,5240
21423,2018-02-23,1,3,2,8,0,5,1,Mist,mist,-3.07,0.0,0.0,90,4595
21424,2018-02-23,1,3,2,9,0,5,1,Mist,mist,-2.87,0.0,0.0,90,4413
21425,2018-02-23,1,3,2,10,0,5,1,Mist,mist,-2.93,0.0,0.0,75,4140
21426,2018-02-23,1,3,2,11,0,5,1,Mist,mist,-2.0,0.0,0.0,90,4183
21427,2018-02-23,1,3,2,12,0,5,1,Clouds,broken clouds,-1.8,0.0,0.0,75,4732
21428,2018-02-23,1,3,2,13,0,5,1,Clouds,scattered clouds,-1.53,0.0,0.0,40,4786
21429,2018-02-23,1,3,2,14,0,5,1,Clear,sky is clear,-0.64,0.0,0.0,1,5131
21430,2018-02-23,1,3,2,15,0,5,1,Clouds,few clouds,-0.43,0.0,0.0,20,5631
21431,2018-02-23,1,3,2,16,0,5,1,Clear,sky is clear,-0.53,0.0,0.0,5,6368
21432,2018-02-23,1,3,2,17,0,5,1,Clouds,few clouds,-0.72,0.0,0.0,20,5681
21433,2018-02-23,1,3,2,18,0,5,1,Clear,sky is clear,-1.71,0.0,0.0,5,4876
21434,2018-02-23,1,3,2,19,0,5,1,Clear,sky is clear,-3.71,0.0,0.0,5,3751
21435,2018-02-23,1,3,2,20,0,5,1,Clear,sky is clear,-5.0,0.0,0.0,5,3124
21436,2018-02-23,1,3,2,21,0,5,1,Mist,mist,-6.47,0.0,0.0,5,3015
21437,2018-02-23,1,3,2,22,0,5,1,Mist,mist,-7.43,0.0,0.0,1,2528
21438,2018-02-23,1,3,2,23,0,5,1,Fog,fog,-8.86,0.0,0.0,1,2105
21439,2018-02-24,1,3,2,0,0,6,0,Fog,fog,-10.14,0.0,0.0,1,1043
21440,2018-02-24,1,3,2,1,0,6,0,Mist,mist,-12.0,0.0,0.0,1,712
21441,2018-02-24,1,3,2,2,0,6,0,Mist,mist,-13.74,0.0,0.0,1,490
21442,2018-02-24,1,3,2,3,0,6,0,Mist,mist,-15.73,0.0,0.0,40,425
21443,2018-02-24,1,3,2,4,0,6,0,Mist,mist,-16.39,0.0,0.0,1,404
21444,2018-02-24,1,3,2,5,0,6,0,Mist,mist,-17.22,0.0,0.0,1,676
21445,2018-02-24,1,3,2,6,0,6,0,Mist,mist,-17.77,0.0,0.0,1,1119
21446,2018-02-24,1,3,2,7,0,6,0,Mist,mist,-16.94,0.0,0.0,90,1836
21447,2018-02-24,1,3,2,8,0,6,0,Fog,fog,-15.71,0.0,0.0,1,3018
21448,2018-02-24,1,3,2,9,0,6,0,Mist,mist,-13.25,0.0,0.0,75,3753
21449,2018-02-24,1,3,2,10,0,6,0,Mist,mist,-9.85,0.0,0.0,1,4373
21450,2018-02-24,1,3,2,11,0,6,0,Mist,mist,-7.16,0.0,0.0,90,4487
21451,2018-02-24,1,3,2,12,0,6,0,Mist,mist,-5.7,0.0,0.0,75,4938
21452,2018-02-24,1,3,2,13,0,6,0,Haze,haze,-3.62,0.0,0.0,75,4744
21453,2018-02-24,1,3,2,14,0,6,0,Haze,haze,-2.79,0.0,0.0,90,4831
21454,2018-02-24,1,3,2,15,0,6,0,Snow,snow,-2.4,0.0,0.0,90,3660
21455,2018-02-24,1,3,2,16,0,6,0,Snow,snow,-2.6,0.0,0.0,90,3247
21456,2018-02-24,1,3,2,17,0,6,0,Snow,snow,-2.6,0.0,0.0,90,2709
21457,2018-02-24,1,3,2,18,0,6,0,Snow,heavy snow,-2.13,0.0,0.0,90,2677
21458,2018-02-24,1,3,2,19,0,6,0,Snow,heavy snow,-2.13,0.0,0.0,90,2338
21459,2018-02-24,1,3,2,20,0,6,0,Snow,heavy snow,-1.8,0.0,0.0,90,1520
21460,2018-02-24,1,3,2,21,0,6,0,Snow,snow,-1.67,0.0,0.0,90,1686
21461,2018-02-24,1,3,2,22,0,6,0,Snow,light snow,-1.73,0.0,0.0,90,1786
21462,2018-02-24,1,3,2,23,0,6,0,Snow,light snow,-1.71,0.0,0.0,90,1162
21463,2018-02-25,1,3,2,0,0,0,0,Snow,light snow,-3.33,0.0,0.0,90,779
21464,2018-02-25,1,3,2,1,0,0,0,Mist,mist,-5.31,0.0,0.0,90,510
21465,2018-02-25,1,3,2,2,0,0,0,Mist,mist,-5.66,0.0,0.0,90,381
21466,2018-02-25,1,3,2,3,0,0,0,Haze,haze,-7.21,0.0,0.0,90,254
21467,2018-02-25,1,3,2,4,0,0,0,Mist,mist,-7.64,0.0,0.0,90,251
21468,2018-02-25,1,3,2,5,0,0,0,Mist,mist,-7.93,0.0,0.0,90,407
21469,2018-02-25,1,3,2,6,0,0,0,Mist,mist,-7.77,0.0,0.0,90,723
21470,2018-02-25,1,3,2,7,0,0,0,Clouds,overcast clouds,-7.57,0.0,0.0,90,947
21471,2018-02-25,1,3,2,8,0,0,0,Clouds,overcast clouds,-8.4,0.0,0.0,90,1343
21472,2018-02-25,1,3,2,9,0,0,0,Clear,sky is clear,-8.33,0.0,0.0,1,2014
21473,2018-02-25,1,3,2,10,0,0,0,Snow,light snow,-7.6,0.0,0.0,1,2598
21474,2018-02-25,1,3,2,11,0,0,0,Snow,light snow,-6.54,0.0,0.0,40,3073
21475,2018-02-25,1,3,2,12,0,0,0,Clouds,scattered clouds,-5.27,0.0,0.0,40,3719
21476,2018-02-25,1,3,2,13,0,0,0,Clouds,broken clouds,-3.5,0.0,0.0,75,3840
21477,2018-02-25,1,3,2,14,0,0,0,Haze,haze,-2.87,0.0,0.0,90,3865
21478,2018-02-25,1,3,2,15,0,0,0,Clouds,overcast clouds,-2.07,0.0,0.0,90,3974
21479,2018-02-25,1,3,2,16,0,0,0,Clouds,broken clouds,-1.54,0.0,0.0,75,4262
21480,2018-02-25,1,3,2,17,0,0,0,Clear,sky is clear,-1.46,0.0,0.0,1,4131
21481,2018-02-25,1,3,2,18,0,0,0,Clear,sky is clear,-1.79,0.0,0.0,5,3759
21482,2018-02-25,1,3,2,19,0,0,0,Clear,sky is clear,-2.64,0.0,0.0,5,2950
21483,2018-02-25,1,3,2,20,0,0,0,Clear,sky is clear,-3.67,0.0,0.0,5,2604
21484,2018-02-25,1,3,2,21,0,0,0,Clear,sky is clear,-4.36,0.0,0.0,5,2507
21485,2018-02-25,1,3,2,22,0,0,0,Clear,sky is clear,-5.54,0.0,0.0,1,3097
21486,2018-02-25,1,3,2,23,0,0,0,Clear,sky is clear,-6.2,0.0,0.0,1,1239
21487,2018-02-26,1,3,2,0,0,1,1,Clear,sky is clear,-6.93,0.0,0.0,1,517
21488,2018-02-26,1,3,2,1,0,1,1,Clear,sky is clear,-7.64,0.0,0.0,1,348
21489,2018-02-26,1,3,2,2,0,1,1,Clear,sky is clear,-8.87,0.0,0.0,1,267
21490,2018-02-26,1,3,2,3,0,1,1,Mist,mist,-9.36,0.0,0.0,1,336
21491,2018-02-26,1,3,2,4,0,1,1,Clear,sky is clear,-9.53,0.0,0.0,1,902
21492,2018-02-26,1,3,2,5,0,1,1,Clear,sky is clear,-10.0,0.0,0.0,1,2665
21493,2018-02-26,1,3,2,6,0,1,1,Clear,sky is clear,-10.0,0.0,0.0,1,5186
21494,2018-02-26,1,3,2,7,0,1,1,Clear,sky is clear,-9.57,0.0,0.0,1,6034
21495,2018-02-26,1,3,2,8,0,1,1,Clear,sky is clear,-9.24,0.0,0.0,5,5602
21496,2018-02-26,1,3,2,9,0,1,1,Clear,sky is clear,-7.78,0.0,0.0,1,5033
21497,2018-02-26,1,3,2,10,0,1,1,Clouds,few clouds,-3.15,0.0,0.0,20,4472
21498,2018-02-26,1,3,2,11,0,1,1,Clear,sky is clear,-1.87,0.0,0.0,1,4371
21499,2018-02-26,1,3,2,12,0,1,1,Clear,sky is clear,0.71,0.0,0.0,1,4532
21500,2018-02-26,1,3,2,13,0,1,1,Clear,sky is clear,2.71,0.0,0.0,1,4602
21501,2018-02-26,1,3,2,14,0,1,1,Clouds,scattered clouds,3.93,0.0,0.0,40,4875
21502,2018-02-26,1,3,2,15,0,1,1,Clouds,scattered clouds,4.53,0.0,0.0,40,5389
21503,2018-02-26,1,3,2,16,0,1,1,Clear,sky is clear,5.0,0.0,0.0,1,6370
21504,2018-02-26,1,3,2,17,0,1,1,Clear,sky is clear,4.8,0.0,0.0,5,5920
21505,2018-02-26,1,3,2,18,0,1,1,Clear,sky is clear,3.39,0.0,0.0,1,4442
21506,2018-02-26,1,3,2,19,0,1,1,Clear,sky is clear,1.87,0.0,0.0,5,3086
21507,2018-02-26,1,3,2,20,0,1,1,Clear,sky is clear,1.43,0.0,0.0,5,2642
21508,2018-02-26,1,3,2,21,0,1,1,Clear,sky is clear,1.07,0.0,0.0,1,2197
21509,2018-02-26,1,3,2,22,0,1,1,Clear,sky is clear,0.43,0.0,0.0,1,1528
21510,2018-02-26,1,3,2,23,0,1,1,Clear,sky is clear,-0.57,0.0,0.0,1,1008
21511,2018-02-27,1,3,2,0,0,2,1,Mist,mist,-2.78,0.0,0.0,1,529
21512,2018-02-27,1,3,2,1,0,2,1,Mist,mist,-3.07,0.0,0.0,1,329
21513,2018-02-27,1,3,2,2,0,2,1,Mist,mist,-4.51,0.0,0.0,1,255
21514,2018-02-27,1,3,2,3,0,2,1,Mist,mist,-4.36,0.0,0.0,1,370
21515,2018-02-27,1,3,2,4,0,2,1,Fog,fog,-4.8,0.0,0.0,1,878
21516,2018-02-27,1,3,2,5,0,2,1,Fog,fog,-5.87,0.0,0.0,90,2884
21517,2018-02-27,1,3,2,6,0,2,1,Fog,fog,-6.47,0.0,0.0,90,5418
21518,2018-02-27,1,3,2,7,0,2,1,Mist,mist,-8.22,0.0,0.0,1,6318
21519,2018-02-27,1,3,2,8,0,2,1,Mist,mist,-8.44,0.0,0.0,90,5876
21520,2018-02-27,1,3,2,9,0,2,1,Haze,haze,-4.59,0.0,0.0,75,5093
21521,2018-02-27,1,3,2,10,0,2,1,Mist,mist,-2.48,0.0,0.0,1,4349
21522,2018-02-27,1,3,2,11,0,2,1,Clouds,broken clouds,0.48,0.0,0.0,75,4607
21523,2018-02-27,1,3,2,12,0,2,1,Clear,sky is clear,1.85,0.0,0.0,1,4901
21524,2018-02-27,1,3,2,13,0,2,1,Clear,sky is clear,3.79,0.0,0.0,1,4912
21525,2018-02-27,1,3,2,14,0,2,1,Clouds,broken clouds,5.06,0.0,0.0,75,5221
21526,2018-02-27,1,3,2,15,0,2,1,Clear,sky is clear,5.87,0.0,0.0,1,5755
21527,2018-02-27,1,3,2,16,0,2,1,Clouds,scattered clouds,5.93,0.0,0.0,40,6445
21528,2018-02-27,1,3,2,17,0,2,1,Clouds,scattered clouds,5.71,0.0,0.0,40,6202
21529,2018-02-27,1,3,2,18,0,2,1,Clouds,scattered clouds,5.69,0.0,0.0,40,4430
21530,2018-02-27,1,3,2,19,0,2,1,Clouds,overcast clouds,4.23,0.0,0.0,90,3376
21531,2018-02-27,1,3,2,20,0,2,1,Clouds,overcast clouds,2.78,0.0,0.0,90,2891
21532,2018-02-27,1,3,2,21,0,2,1,Clouds,scattered clouds,1.61,0.0,0.0,40,3376
21533,2018-02-27,1,3,2,22,0,2,1,Clear,sky is clear,-0.06,0.0,0.0,1,3003
21534,2018-02-27,1,3,2,23,0,2,1,Clear,sky is clear,-1.4,0.0,0.0,1,1151
21535,2018-02-28,1,3,2,0,0,3,1,Clear,sky is clear,-2.14,0.0,0.0,1,602
21536,2018-02-28,1,3,2,1,0,3,1,Clear,sky is clear,-2.61,0.0,0.0,1,340
21537,2018-02-28,1,3,2,2,0,3,1,Clear,sky is clear,-3.36,0.0,0.0,1,294
21538,2018-02-28,1,3,2,3,0,3,1,Mist,mist,-4.6,0.0,0.0,1,378
21539,2018-02-28,1,3,2,4,0,3,1,Mist,mist,-5.0,0.0,0.0,1,887
21540,2018-02-28,1,3,2,5,0,3,1,Mist,mist,-5.34,0.0,0.0,1,2873
21541,2018-02-28,1,3,2,6,0,3,1,Mist,mist,-5.94,0.0,0.0,1,5649
21542,2018-02-28,1,3,2,7,0,3,1,Mist,mist,-7.07,0.0,0.0,5,6351
21543,2018-02-28,1,3,2,8,0,3,1,Mist,mist,-7.07,0.0,0.0,5,6007
21544,2018-02-28,1,3,2,9,0,3,1,Mist,mist,-4.41,0.0,0.0,5,5230
21545,2018-02-28,1,3,2,10,0,3,1,Clear,sky is clear,-0.73,0.0,0.0,1,4561
21546,2018-02-28,1,3,2,11,0,3,1,Clouds,broken clouds,2.43,0.0,0.0,75,4860
21547,2018-02-28,1,3,2,12,0,3,1,Clouds,broken clouds,3.2,0.0,0.0,75,4936
21548,2018-02-28,1,3,2,13,0,3,1,Clouds,broken clouds,4.6,0.0,0.0,75,5036
21549,2018-02-28,1,3,2,14,0,3,1,Clouds,broken clouds,5.73,0.0,0.0,75,5255
21550,2018-02-28,1,3,2,15,0,3,1,Clouds,broken clouds,6.38,0.0,0.0,75,5729
21551,2018-02-28,1,3,2,16,0,3,1,Clear,sky is clear,6.77,0.0,0.0,1,6563
21552,2018-02-28,1,3,2,17,0,3,1,Clouds,broken clouds,5.8,0.0,0.0,75,6316
21553,2018-02-28,1,3,2,18,0,3,1,Clear,sky is clear,5.21,0.0,0.0,1,4877
21554,2018-02-28,1,3,2,19,0,3,1,Clouds,broken clouds,3.47,0.0,0.0,75,3267
21555,2018-02-28,1,3,2,20,0,3,1,Clouds,overcast clouds,2.08,0.0,0.0,90,2939
21556,2018-02-28,1,3,2,21,0,3,1,Clouds,overcast clouds,1.72,0.0,0.0,90,2629
21557,2018-02-28,1,3,2,22,0,3,1,Clouds,overcast clouds,1.6,0.0,0.0,90,1780
21558,2018-02-28,1,3,2,23,0,3,1,Clouds,overcast clouds,1.53,0.0,0.0,90,1102
21559,2018-03-01,2,3,3,0,0,4,1,Clouds,overcast clouds,1.46,0.0,0.0,90,600
21560,2018-03-01,2,3,3,1,0,4,1,Clouds,overcast clouds,0.8,0.0,0.0,90,369
21561,2018-03-01,2,3,3,2,0,4,1,Clouds,broken clouds,0.07,0.0,0.0,75,283
21562,2018-03-01,2,3,3,3,0,4,1,Clouds,overcast clouds,-0.57,0.0,0.0,90,385
21563,2018-03-01,2,3,3,4,0,4,1,Clouds,scattered clouds,-1.64,0.0,0.0,40,919
